dept,base,txt_path,meta_path,xml_path,txt_size,core_all,core_lead,climate_all,climate_lead,procedural,meta_hits,raw,score,score_norm,pct,tier
usda,04_04_2022_2022-06950,E:\2026_capstone\policy_data\usda_data\raw_text\04_04_2022_2022-06950.txt,E:\2026_capstone\policy_data\usda_data\meta\04_04_2022_2022-06950.json,E:\2026_capstone\policy_data\usda_data\xml\04_04_2022_2022-06950.xml,38863,3,0,44,2,0,0,13.062241689781773,0.9873088820143309,0.021273605091294202,0.6654275092936803,Tier2_review
hud,09_16_2024_2024-20545,E:\2026_capstone\policy_data\hud_data\raw_text\09_16_2024_2024-20545.txt,E:\2026_capstone\policy_data\hud_data\meta\09_16_2024_2024-20545.json,E:\2026_capstone\policy_data\hud_data\xml\09_16_2024_2024-20545.xml,425576,4,0,50,0,0,0,13.020567288489891,0.9871336377013388,0.048175072848760346,0.38235294117647056,Tier3_drop
epa,09_12_2012_2012-20866,E:\2026_capstone\policy_data\epa_data\raw_text\09_12_2012_2012-20866.txt,E:\2026_capstone\policy_data\epa_data\meta\09_12_2012_2012-20866.json,E:\2026_capstone\policy_data\epa_data\xml\09_12_2012_2012-20866.xml,459214,10,0,35,0,0,0,12.985301850005865,0.9869834795920492,0.016896378292236183,0.4225352112676056,Tier3_drop
doi,05_24_2011_2011-12710,E:\2026_capstone\policy_data\doi_data\raw_text\05_24_2011_2011-12710.txt,E:\2026_capstone\policy_data\doi_data\meta\05_24_2011_2011-12710.json,E:\2026_capstone\policy_data\doi_data\xml\05_24_2011_2011-12710.xml,12896,8,2,21,3,0,0,12.975271223327118,0.9869404547870799,0.012673778516380305,0.20588235294117646,Tier3_drop
doi,12_19_2012_2012-30486,E:\2026_capstone\policy_data\doi_data\raw_text\12_19_2012_2012-30486.txt,E:\2026_capstone\policy_data\doi_data\meta\12_19_2012_2012-30486.json,E:\2026_capstone\policy_data\doi_data\xml\12_19_2012_2012-30486.xml,242945,23,0,1,0,0,0,12.951120492420635,0.9868362874770732,0.012646408768145732,0.2034313725490196,Tier3_drop
doi,08_06_2021_2021-16818,E:\2026_capstone\policy_data\doi_data\raw_text\08_06_2021_2021-16818.txt,E:\2026_capstone\policy_data\doi_data\meta\08_06_2021_2021-16818.json,E:\2026_capstone\policy_data\doi_data\xml\08_06_2021_2021-16818.xml,109108,15,0,19,0,0,0,12.880546875019604,0.9865271676470985,0.012566428491451455,0.20098039215686275,Tier3_drop
doe,06_13_2016_2016-12881,E:\2026_capstone\policy_data\doe_data\raw_text\06_13_2016_2016-12881.txt,E:\2026_capstone\policy_data\doe_data\meta\06_13_2016_2016-12881.json,E:\2026_capstone\policy_data\doe_data\xml\06_13_2016_2016-12881.xml,457810,7,0,42,0,0,0,12.877986006607957,0.9865158171641125,0.05648871733433783,0.7213740458015268,Tier2_review
epa,06_28_2016_2016-14901,E:\2026_capstone\policy_data\epa_data\raw_text\06_28_2016_2016-14901.txt,E:\2026_capstone\policy_data\epa_data\meta\06_28_2016_2016-14901.json,E:\2026_capstone\policy_data\epa_data\xml\06_28_2016_2016-14901.xml,93924,22,0,1,0,0,0,12.838230607076111,0.9863383956793896,0.016664636323677963,0.4154929577464789,Tier3_drop
usda,12_19_2016_2016-30406,E:\2026_capstone\policy_data\usda_data\raw_text\12_19_2016_2016-30406.txt,E:\2026_capstone\policy_data\usda_data\meta\12_19_2016_2016-30406.json,E:\2026_capstone\policy_data\usda_data\xml\12_19_2016_2016-30406.xml,77493,19,0,8,0,0,0,12.815489715436964,0.9862358739760747,0.020856477051424457,0.6617100371747212,Tier2_review
doe,03_01_2022_2022-04148,E:\2026_capstone\policy_data\doe_data\raw_text\03_01_2022_2022-04148.txt,E:\2026_capstone\policy_data\doe_data\meta\03_01_2022_2022-04148.json,E:\2026_capstone\policy_data\doe_data\xml\03_01_2022_2022-04148.xml,310050,14,0,23,0,0,0,12.729137779876298,0.9858396223245602,0.05583580115619882,0.7175572519083969,Tier2_review
fema,03_06_2023_2023-04495,E:\2026_capstone\policy_data\fema_data\raw_text\03_06_2023_2023-04495.txt,E:\2026_capstone\policy_data\fema_data\meta\03_06_2023_2023-04495.json,E:\2026_capstone\policy_data\fema_data\xml\03_06_2023_2023-04495.xml,26426,12,0,21,1,0,0,12.70602627588265,0.9857316743637724,0.04336402710478154,0.8064516129032258,Tier2_review
usda,10_31_2023_2023-24009,E:\2026_capstone\policy_data\usda_data\raw_text\10_31_2023_2023-24009.txt,E:\2026_capstone\policy_data\usda_data\meta\10_31_2023_2023-24009.json,E:\2026_capstone\policy_data\usda_data\xml\10_31_2023_2023-24009.xml,119278,7,0,33,3,0,0,12.701981537559162,0.9857126992084229,0.02066459431624848,0.6579925650557621,Tier2_review
usda,07_19_2023_2023-15212,E:\2026_capstone\policy_data\usda_data\raw_text\07_19_2023_2023-15212.txt,E:\2026_capstone\policy_data\usda_data\meta\07_19_2023_2023-15212.json,E:\2026_capstone\policy_data\usda_data\xml\07_19_2023_2023-15212.xml,18249,18,0,7,0,0,0,12.698322727008737,0.9856955131415956,0.02065840918854198,0.654275092936803,Tier2_review
doe,10_19_2011_2011-27057,E:\2026_capstone\policy_data\doe_data\raw_text\10_19_2011_2011-27057.txt,E:\2026_capstone\policy_data\doe_data\meta\10_19_2011_2011-27057.json,E:\2026_capstone\policy_data\doe_data\xml\10_19_2011_2011-27057.xml,198242,15,0,19,0,0,0,12.599509322015917,0.9852235873875026,0.055267191646077914,0.7137404580152672,Tier2_review
epa,08_28_2017_2017-17271,E:\2026_capstone\policy_data\epa_data\raw_text\08_28_2017_2017-17271.txt,E:\2026_capstone\policy_data\epa_data\meta\08_28_2017_2017-17271.json,E:\2026_capstone\policy_data\epa_data\xml\08_28_2017_2017-17271.xml,928905,19,0,12,0,0,0,12.564242487204321,0.9850514685672077,0.0162329098692345,0.4084507042253521,Tier3_drop
doe,03_31_2016_2016-07282,E:\2026_capstone\policy_data\doe_data\raw_text\03_31_2016_2016-07282.txt,E:\2026_capstone\policy_data\doe_data\meta\03_31_2016_2016-07282.json,E:\2026_capstone\policy_data\doe_data\xml\03_31_2016_2016-07282.xml,41095,18,0,8,0,0,0,12.536919148246358,0.9849167616793207,0.0549926426108358,0.7099236641221374,Tier2_review
doi,09_19_2013_2013-22702,E:\2026_capstone\policy_data\doi_data\raw_text\09_19_2013_2013-22702.txt,E:\2026_capstone\policy_data\doi_data\meta\09_19_2013_2013-22702.json,E:\2026_capstone\policy_data\doi_data\xml\09_19_2013_2013-22702.xml,198411,8,0,41,0,1,0,12.48867739659649,0.9846760005932955,0.012122327275352188,0.19852941176470587,Tier3_drop
doe,05_13_2014_2014-10721,E:\2026_capstone\policy_data\doe_data\raw_text\05_13_2014_2014-10721.txt,E:\2026_capstone\policy_data\doe_data\meta\05_13_2014_2014-10721.json,E:\2026_capstone\policy_data\doe_data\xml\05_13_2014_2014-10721.xml,199924,6,0,41,0,0,0,12.485796562793146,0.9846615040461011,0.054768395645698145,0.7061068702290076,Tier2_review
doi,03_09_2021_2021-04629,E:\2026_capstone\policy_data\doi_data\raw_text\03_09_2021_2021-04629.txt,E:\2026_capstone\policy_data\doi_data\meta\03_09_2021_2021-04629.json,E:\2026_capstone\policy_data\doi_data\xml\03_09_2021_2021-04629.xml,67760,23,0,1,0,1,0,12.416258709422602,0.9843074605520339,0.01204025600210158,0.19607843137254902,Tier3_drop
doi,10_21_2019_2019-22857,E:\2026_capstone\policy_data\doi_data\raw_text\10_21_2019_2019-22857.txt,E:\2026_capstone\policy_data\doi_data\meta\10_21_2019_2019-22857.json,E:\2026_capstone\policy_data\doi_data\xml\10_21_2019_2019-22857.xml,32597,20,0,7,0,1,0,12.411990067855717,0.9842854671837056,0.01203541839923806,0.19362745098039216,Tier3_drop
doe,10_19_2011_2011-27050,E:\2026_capstone\policy_data\doe_data\raw_text\10_19_2011_2011-27050.txt,E:\2026_capstone\policy_data\doe_data\meta\10_19_2011_2011-27050.json,E:\2026_capstone\policy_data\doe_data\xml\10_19_2011_2011-27050.xml,53780,16,0,13,0,0,0,12.408617983286199,0.9842680717133023,0.054429855212450536,0.7022900763358778,Tier2_review
doe,07_20_2011_2011-18082,E:\2026_capstone\policy_data\doe_data\raw_text\07_20_2011_2011-18082.txt,E:\2026_capstone\policy_data\doe_data\meta\07_20_2011_2011-18082.json,E:\2026_capstone\policy_data\doe_data\xml\07_20_2011_2011-18082.xml,193554,15,0,18,0,0,0,12.38725301325234,0.9841574157236928,0.054336138714196854,0.6984732824427481,Tier2_review
usda,02_19_1997_97-3861,E:\2026_capstone\policy_data\usda_data\raw_text\02_19_1997_97-3861.txt,E:\2026_capstone\policy_data\usda_data\meta\02_19_1997_97-3861.json,,249956,18,0,11,0,0,0,12.385815086601184,0.9841499407983401,0.020130122840140305,0.6505576208178439,Tier2_review
doe,11_01_2024_2024-25481,E:\2026_capstone\policy_data\doe_data\raw_text\11_01_2024_2024-25481.txt,E:\2026_capstone\policy_data\doe_data\meta\11_01_2024_2024-25481.json,E:\2026_capstone\policy_data\doe_data\xml\11_01_2024_2024-25481.xml,22058,20,0,1,0,0,0,12.359898629028445,0.9840146201498496,0.05421614991490125,0.6946564885496184,Tier2_review
usda,06_21_2023_2023-13129,E:\2026_capstone\policy_data\usda_data\raw_text\06_21_2023_2023-13129.txt,E:\2026_capstone\policy_data\usda_data\meta\06_21_2023_2023-13129.json,E:\2026_capstone\policy_data\usda_data\xml\06_21_2023_2023-13129.xml,24093,12,1,18,0,0,0,12.317670886634065,0.9837916930573883,0.020014926774794724,0.6468401486988847,Tier3_drop
doi,06_16_2021_2021-12528,E:\2026_capstone\policy_data\doi_data\raw_text\06_16_2021_2021-12528.txt,E:\2026_capstone\policy_data\doi_data\meta\06_16_2021_2021-12528.json,E:\2026_capstone\policy_data\doi_data\xml\06_16_2021_2021-12528.xml,109801,10,0,29,0,0,0,12.30766910657436,0.9837384457689702,0.011917192642141276,0.19117647058823528,Tier3_drop
epa,07_20_2023_2023-14312,E:\2026_capstone\policy_data\epa_data\raw_text\07_20_2023_2023-14312.txt,E:\2026_capstone\policy_data\epa_data\meta\07_20_2023_2023-14312.json,E:\2026_capstone\policy_data\epa_data\xml\07_20_2023_2023-14312.xml,492411,14,0,22,0,0,0,12.305676378948256,0.9837278163888787,0.01582548406840463,0.4014084507042254,Tier3_drop
doi,10_15_2020_2020-19810,E:\2026_capstone\policy_data\doi_data\raw_text\10_15_2020_2020-19810.txt,E:\2026_capstone\policy_data\doi_data\meta\10_15_2020_2020-19810.json,E:\2026_capstone\policy_data\doi_data\xml\10_15_2020_2020-19810.xml,145500,7,0,37,0,0,0,12.292833349966047,0.9836591464565231,0.011900379448171648,0.18872549019607843,Tier3_drop
doi,04_19_2023_2023-08258,E:\2026_capstone\policy_data\doi_data\raw_text\04_19_2023_2023-08258.txt,E:\2026_capstone\policy_data\doi_data\meta\04_19_2023_2023-08258.json,E:\2026_capstone\policy_data\doi_data\xml\04_19_2023_2023-08258.xml,96718,21,0,1,0,0,0,12.251715346616754,0.9834373718445178,0.011853780883352373,0.18627450980392157,Tier3_drop
usda,09_19_1997_97-24768,E:\2026_capstone\policy_data\usda_data\raw_text\09_19_1997_97-24768.txt,E:\2026_capstone\policy_data\usda_data\meta\09_19_1997_97-24768.json,,77785,20,0,3,0,0,0,12.236996832994473,0.9833572687893501,0.01987854930526329,0.6431226765799256,Tier3_drop
usda,12_16_2002_02-31576,E:\2026_capstone\policy_data\usda_data\raw_text\12_16_2002_02-31576.txt,E:\2026_capstone\policy_data\usda_data\meta\12_16_2002_02-31576.json,E:\2026_capstone\policy_data\usda_data\xml\12_16_2002_02-31576.xml,40441,19,0,19,0,3,0,12.19017271616406,0.9830998950456505,0.019799394307116004,0.6394052044609665,Tier3_drop
doe,05_26_2023_2023-10287,E:\2026_capstone\policy_data\doe_data\raw_text\05_26_2023_2023-10287.txt,E:\2026_capstone\policy_data\doe_data\meta\05_26_2023_2023-10287.json,E:\2026_capstone\policy_data\doe_data\xml\05_26_2023_2023-10287.xml,521931,7,0,39,0,0,0,12.172293066867795,0.9830005889891931,0.05339322639519835,0.6908396946564885,Tier2_review
doi,08_26_2014_2014-20054,E:\2026_capstone\policy_data\doi_data\raw_text\08_26_2014_2014-20054.txt,E:\2026_capstone\policy_data\doi_data\meta\08_26_2014_2014-20054.json,E:\2026_capstone\policy_data\doi_data\xml\08_26_2014_2014-20054.xml,71312,19,0,10,0,1,0,12.160646588019144,0.9829355946403302,0.011750573696600819,0.18382352941176472,Tier3_drop
doi,09_28_2018_2018-21197,E:\2026_capstone\policy_data\doi_data\raw_text\09_28_2018_2018-21197.txt,E:\2026_capstone\policy_data\doi_data\meta\09_28_2018_2018-21197.json,E:\2026_capstone\policy_data\doi_data\xml\09_28_2018_2018-21197.xml,336055,19,0,8,0,0,0,12.145416145104,0.9828502310516949,0.011733313209135544,0.18137254901960784,Tier3_drop
doi,08_16_2011_2011-20104,E:\2026_capstone\policy_data\doi_data\raw_text\08_16_2011_2011-20104.txt,E:\2026_capstone\policy_data\doi_data\meta\08_16_2011_2011-20104.json,E:\2026_capstone\policy_data\doi_data\xml\08_16_2011_2011-20104.xml,160577,14,0,19,0,0,0,12.135904160506147,0.9827967055765324,0.011722533385342116,0.17892156862745098,Tier3_drop
doe,04_30_2024_2024-09186,E:\2026_capstone\policy_data\doe_data\raw_text\04_30_2024_2024-09186.txt,E:\2026_capstone\policy_data\doe_data\meta\04_30_2024_2024-09186.json,E:\2026_capstone\policy_data\doe_data\xml\04_30_2024_2024-09186.xml,159282,19,0,6,0,0,0,12.027483784159699,0.9821748901848001,0.05275802686678696,0.6870229007633588,Tier2_review
doi,12_04_2019_2019-26128,E:\2026_capstone\policy_data\doi_data\raw_text\12_04_2019_2019-26128.txt,E:\2026_capstone\policy_data\doi_data\meta\12_04_2019_2019-26128.json,E:\2026_capstone\policy_data\doi_data\xml\12_04_2019_2019-26128.xml,97865,21,0,0,0,0,0,12.017144398800363,0.9821144513075929,0.011587944300197158,0.17647058823529413,Tier3_drop
doi,10_06_2015_2015-25270,E:\2026_capstone\policy_data\doi_data\raw_text\10_06_2015_2015-25270.txt,E:\2026_capstone\policy_data\doi_data\meta\10_06_2015_2015-25270.json,E:\2026_capstone\policy_data\doi_data\xml\10_06_2015_2015-25270.xml,163797,21,0,6,0,1,0,12.01513204054129,0.9821026646987611,0.011585663717504987,0.17401960784313725,Tier3_drop
doi,04_06_2018_2018-07107,E:\2026_capstone\policy_data\doi_data\raw_text\04_06_2018_2018-07107.txt,E:\2026_capstone\policy_data\doi_data\meta\04_06_2018_2018-07107.json,E:\2026_capstone\policy_data\doi_data\xml\04_06_2018_2018-07107.xml,172227,21,0,6,0,1,0,11.992981352981333,0.9819724206379489,0.011560560595612472,0.1715686274509804,Tier3_drop
doi,12_28_2018_2018-27971,E:\2026_capstone\policy_data\doi_data\raw_text\12_28_2018_2018-27971.txt,E:\2026_capstone\policy_data\doi_data\meta\12_28_2018_2018-27971.json,E:\2026_capstone\policy_data\doi_data\xml\12_28_2018_2018-27971.xml,66873,18,0,11,0,1,0,11.841779336705086,0.9810581835369349,0.01138920507291356,0.16911764705882354,Tier3_drop
epa,11_28_2016_2016-27429,E:\2026_capstone\policy_data\epa_data\raw_text\11_28_2016_2016-27429.txt,E:\2026_capstone\policy_data\epa_data\meta\11_28_2016_2016-27429.json,E:\2026_capstone\policy_data\epa_data\xml\11_28_2016_2016-27429.xml,744457,19,0,8,0,0,0,11.810653205179108,0.9808644122480724,0.015045469957651547,0.39436619718309857,Tier3_drop
usda,04_02_2010_2010-7515,E:\2026_capstone\policy_data\usda_data\raw_text\04_02_2010_2010-7515.txt,E:\2026_capstone\policy_data\usda_data\meta\04_02_2010_2010-7515.json,E:\2026_capstone\policy_data\usda_data\xml\04_02_2010_2010-7515.xml,77517,20,0,6,0,1,0,11.775269743254789,0.9806417764883235,0.019098011210647112,0.6356877323420075,Tier3_drop
fema,03_10_2011_2011-5416,E:\2026_capstone\policy_data\fema_data\raw_text\03_10_2011_2011-5416.txt,E:\2026_capstone\policy_data\fema_data\meta\03_10_2011_2011-5416.json,E:\2026_capstone\policy_data\fema_data\xml\03_10_2011_2011-5416.xml,9244,13,2,4,1,0,1,11.745680305031243,0.980453649307367,0.040184091471394234,0.7983870967741935,Tier2_review
usda,11_24_2017_2017-25330,E:\2026_capstone\policy_data\usda_data\raw_text\11_24_2017_2017-25330.txt,E:\2026_capstone\policy_data\usda_data\meta\11_24_2017_2017-25330.json,E:\2026_capstone\policy_data\usda_data\xml\11_24_2017_2017-25330.xml,83513,20,0,1,0,0,0,11.744028478355776,0.9804430944864827,0.01904519863386843,0.6319702602230484,Tier3_drop
doe,02_13_2023_2023-02655,E:\2026_capstone\policy_data\doe_data\raw_text\02_13_2023_2023-02655.txt,E:\2026_capstone\policy_data\doe_data\meta\02_13_2023_2023-02655.json,E:\2026_capstone\policy_data\doe_data\xml\02_13_2023_2023-02655.xml,198917,8,0,29,2,0,0,11.729512660791695,0.980350100964638,0.05145098968309275,0.683206106870229,Tier2_review
doe,01_19_2022_2022-00883,E:\2026_capstone\policy_data\doe_data\raw_text\01_19_2022_2022-00883.txt,E:\2026_capstone\policy_data\doe_data\meta\01_19_2022_2022-00883.json,E:\2026_capstone\policy_data\doe_data\xml\01_19_2022_2022-00883.xml,37888,13,0,20,1,1,0,11.698328579629422,0.9801488568480046,0.05131420208717497,0.6793893129770993,Tier2_review
doi,02_03_2011_2011-2367,E:\2026_capstone\policy_data\doi_data\raw_text\02_03_2011_2011-2367.txt,E:\2026_capstone\policy_data\doi_data\meta\02_03_2011_2011-2367.json,E:\2026_capstone\policy_data\doi_data\xml\02_03_2011_2011-2367.xml,120252,17,0,14,0,1,0,11.698257244695593,0.98014839418633,0.011226553120903903,0.16666666666666666,Tier3_drop
doi,11_21_2018_2018-25316,E:\2026_capstone\policy_data\doi_data\raw_text\11_21_2018_2018-25316.txt,E:\2026_capstone\policy_data\doi_data\meta\11_21_2018_2018-25316.json,E:\2026_capstone\policy_data\doi_data\xml\11_21_2018_2018-25316.xml,49735,21,0,2,0,1,0,11.62385443450449,0.9796600391105432,0.011142233263639096,0.1642156862745098,Tier3_drop
usda,12_14_2022_2022-27077,E:\2026_capstone\policy_data\usda_data\raw_text\12_14_2022_2022-27077.txt,E:\2026_capstone\policy_data\usda_data\meta\12_14_2022_2022-27077.json,E:\2026_capstone\policy_data\usda_data\xml\12_14_2022_2022-27077.xml,16969,9,1,20,1,0,0,11.584283375556211,0.9793955352298463,0.018775153533777518,0.6282527881040892,Tier3_drop
doe,01_10_2018_2018-00259,E:\2026_capstone\policy_data\doe_data\raw_text\01_10_2018_2018-00259.txt,E:\2026_capstone\policy_data\doe_data\meta\01_10_2018_2018-00259.json,E:\2026_capstone\policy_data\doe_data\xml\01_10_2018_2018-00259.xml,62567,19,0,2,0,0,0,11.523013302463468,0.9789793329751599,0.05054518936025191,0.6755725190839694,Tier2_review
fema,12_03_2024_2024-28015,E:\2026_capstone\policy_data\fema_data\raw_text\12_03_2024_2024-28015.txt,E:\2026_capstone\policy_data\fema_data\meta\12_03_2024_2024-28015.json,E:\2026_capstone\policy_data\fema_data\xml\12_03_2024_2024-28015.xml,14537,3,0,32,4,0,0,11.507743334607627,0.9788743313436252,0.03939622514642857,0.7903225806451613,Tier2_review
doi,09_04_2014_2014-21110,E:\2026_capstone\policy_data\doi_data\raw_text\09_04_2014_2014-21110.txt,E:\2026_capstone\policy_data\doi_data\meta\09_04_2014_2014-21110.json,E:\2026_capstone\policy_data\doi_data\xml\09_04_2014_2014-21110.xml,66738,19,0,7,0,1,0,11.494669513768597,0.978784023542368,0.010995829464518632,0.16176470588235295,Tier3_drop
doe,09_26_2014_2014-22882,E:\2026_capstone\policy_data\doe_data\raw_text\09_26_2014_2014-22882.txt,E:\2026_capstone\policy_data\doe_data\meta\09_26_2014_2014-22882.json,E:\2026_capstone\policy_data\doe_data\xml\09_26_2014_2014-22882.xml,152472,16,0,11,0,0,0,11.482172545085838,0.9786973473674061,0.050366043180248184,0.6717557251908397,Tier2_review
doe,03_16_2020_2020-04640,E:\2026_capstone\policy_data\doe_data\raw_text\03_16_2020_2020-04640.txt,E:\2026_capstone\policy_data\doe_data\meta\03_16_2020_2020-04640.json,E:\2026_capstone\policy_data\doe_data\xml\03_16_2020_2020-04640.xml,121361,19,0,3,0,0,0,11.467222849494979,0.9785932045025288,0.05030046700024356,0.6679389312977099,Tier2_review
epa,07_08_2020_2020-05908,E:\2026_capstone\policy_data\epa_data\raw_text\07_08_2020_2020-05908.txt,E:\2026_capstone\policy_data\epa_data\meta\07_08_2020_2020-05908.json,E:\2026_capstone\policy_data\epa_data\xml\07_08_2020_2020-05908.xml,482439,20,0,3,0,0,0,11.450270995442912,0.97847451160795,0.014477611271929291,0.3873239436619718,Tier3_drop
usda,05_08_2024_2024-10064,E:\2026_capstone\policy_data\usda_data\raw_text\05_08_2024_2024-10064.txt,E:\2026_capstone\policy_data\usda_data\meta\05_08_2024_2024-10064.json,E:\2026_capstone\policy_data\usda_data\xml\05_08_2024_2024-10064.xml,19132,12,0,20,1,1,0,11.407107662096005,0.9781693788664563,0.01847564242240985,0.6245353159851301,Tier3_drop
usda,11_28_2025_2025-21482,E:\2026_capstone\policy_data\usda_data\raw_text\11_28_2025_2025-21482.txt,E:\2026_capstone\policy_data\usda_data\meta\11_28_2025_2025-21482.json,E:\2026_capstone\policy_data\usda_data\xml\11_28_2025_2025-21482.xml,149412,19,0,3,0,0,0,11.382558866275659,0.9779939547431785,0.0184341432971895,0.620817843866171,Tier3_drop
epa,07_20_2015_2015-17066,E:\2026_capstone\policy_data\epa_data\raw_text\07_20_2015_2015-17066.txt,E:\2026_capstone\policy_data\epa_data\meta\07_20_2015_2015-17066.json,E:\2026_capstone\policy_data\epa_data\xml\07_20_2015_2015-17066.xml,770312,9,0,31,0,0,0,11.370743829099395,0.9779090347834248,0.014352299336603452,0.38028169014084506,Tier3_drop
doe,01_14_2025_2025-00610,E:\2026_capstone\policy_data\doe_data\raw_text\01_14_2025_2025-00610.txt,E:\2026_capstone\policy_data\doe_data\meta\01_14_2025_2025-00610.json,E:\2026_capstone\policy_data\doe_data\xml\01_14_2025_2025-00610.xml,32960,19,0,0,0,0,0,11.3323101741155,0.9776305735196371,0.049708678503158674,0.6641221374045801,Tier2_review
hud,06_03_2014_2014-12709,E:\2026_capstone\policy_data\hud_data\raw_text\06_03_2014_2014-12709.txt,E:\2026_capstone\policy_data\hud_data\meta\06_03_2014_2014-12709.json,E:\2026_capstone\policy_data\hud_data\xml\06_03_2014_2014-12709.xml,74632,2,0,44,0,0,0,11.330096276776171,0.9776144292302678,0.04088265718773156,0.35294117647058826,Tier3_drop
doi,09_07_2016_2016-20967,E:\2026_capstone\policy_data\doi_data\raw_text\09_07_2016_2016-20967.txt,E:\2026_capstone\policy_data\doi_data\meta\09_07_2016_2016-20967.json,E:\2026_capstone\policy_data\doi_data\xml\09_07_2016_2016-20967.xml,721904,11,0,25,0,0,0,11.183771506450801,0.9765217791781831,0.010643492294274429,0.15931372549019607,Tier3_drop
hud,12_20_2022_2022-27548,E:\2026_capstone\policy_data\hud_data\raw_text\12_20_2022_2022-27548.txt,E:\2026_capstone\policy_data\hud_data\meta\12_20_2022_2022-27548.json,E:\2026_capstone\policy_data\hud_data\xml\12_20_2022_2022-27548.xml,64250,8,0,28,0,0,0,11.162126111646621,0.9763557879138273,0.04015806134770319,0.3235294117647059,Tier3_drop
doi,10_23_2019_2019-22945,E:\2026_capstone\policy_data\doi_data\raw_text\10_23_2019_2019-22945.txt,E:\2026_capstone\policy_data\doi_data\meta\10_23_2019_2019-22945.json,E:\2026_capstone\policy_data\doi_data\xml\10_23_2019_2019-22945.xml,49694,19,0,0,0,0,0,11.154692587072862,0.9762985189703599,0.010610537486182304,0.1568627450980392,Tier3_drop
usda,11_09_1999_99-29397,E:\2026_capstone\policy_data\usda_data\raw_text\11_09_1999_99-29397.txt,E:\2026_capstone\policy_data\usda_data\meta\11_09_1999_99-29397.json,,8913,5,0,21,6,0,0,11.13554109770996,0.9761503489072915,0.01801656593883846,0.6171003717472119,Tier3_drop
usda,07_01_2024_2024-14412,E:\2026_capstone\policy_data\usda_data\raw_text\07_01_2024_2024-14412.txt,E:\2026_capstone\policy_data\usda_data\meta\07_01_2024_2024-14412.json,E:\2026_capstone\policy_data\usda_data\xml\07_01_2024_2024-14412.xml,40829,18,0,2,0,0,0,11.121541525872493,0.9760414665501052,0.017992900012861236,0.6133828996282528,Tier3_drop
doi,07_09_2013_2013-16222,E:\2026_capstone\policy_data\doi_data\raw_text\07_09_2013_2013-16222.txt,E:\2026_capstone\policy_data\doi_data\meta\07_09_2013_2013-16222.json,E:\2026_capstone\policy_data\doi_data\xml\07_09_2013_2013-16222.xml,230868,7,0,37,0,1,0,10.978921683952747,0.9749042453358652,0.010411338323888204,0.15441176470588236,Tier3_drop
doe,07_14_2016_2016-16441,E:\2026_capstone\policy_data\doe_data\raw_text\07_14_2016_2016-16441.txt,E:\2026_capstone\policy_data\doe_data\meta\07_14_2016_2016-16441.json,E:\2026_capstone\policy_data\doe_data\xml\07_14_2016_2016-16441.xml,133702,5,0,36,0,0,0,10.974063090246446,0.9748645914630559,0.04813724347860236,0.6603053435114504,Tier2_review
usda,05_06_2014_2014-10363,E:\2026_capstone\policy_data\usda_data\raw_text\05_06_2014_2014-10363.txt,E:\2026_capstone\policy_data\usda_data\meta\05_06_2014_2014-10363.json,E:\2026_capstone\policy_data\usda_data\xml\05_06_2014_2014-10363.xml,35053,20,0,1,0,1,0,10.950637173436027,0.9746725403851894,0.01770399048041951,0.6096654275092936,Tier3_drop
epa,12_31_2020_2020-28871,E:\2026_capstone\policy_data\epa_data\raw_text\12_31_2020_2020-28871.txt,E:\2026_capstone\policy_data\epa_data\meta\12_31_2020_2020-28871.json,E:\2026_capstone\policy_data\epa_data\xml\12_31_2020_2020-28871.xml,823038,15,0,14,0,0,0,10.920825610330617,0.974426070626736,0.013643357658878683,0.3732394366197183,Tier3_drop
usda,06_14_2024_2024-13062,E:\2026_capstone\policy_data\usda_data\raw_text\06_14_2024_2024-13062.txt,E:\2026_capstone\policy_data\usda_data\meta\06_14_2024_2024-13062.json,E:\2026_capstone\policy_data\usda_data\xml\06_14_2024_2024-13062.xml,19630,12,0,18,1,1,0,10.908475781799927,0.9743232845160728,0.017632717702570237,0.6059479553903345,Tier3_drop
usda,05_18_2022_2022-10628,E:\2026_capstone\policy_data\usda_data\raw_text\05_18_2022_2022-10628.txt,E:\2026_capstone\policy_data\usda_data\meta\05_18_2022_2022-10628.json,E:\2026_capstone\policy_data\usda_data\xml\05_18_2022_2022-10628.xml,68234,6,0,32,0,0,0,10.905022099633632,0.9742944680427728,0.017626879339265607,0.6022304832713755,Tier3_drop
doe,09_03_2010_2010-22062,E:\2026_capstone\policy_data\doe_data\raw_text\09_03_2010_2010-22062.txt,E:\2026_capstone\policy_data\doe_data\meta\09_03_2010_2010-22062.json,E:\2026_capstone\policy_data\doe_data\xml\09_03_2010_2010-22062.xml,84892,16,0,7,0,0,0,10.818512801307726,0.9735623035237174,0.0474549290003427,0.6564885496183206,Tier2_review
fema,02_24_2012_2012-4268,E:\2026_capstone\policy_data\fema_data\raw_text\02_24_2012_2012-4268.txt,E:\2026_capstone\policy_data\fema_data\meta\02_24_2012_2012-4268.json,E:\2026_capstone\policy_data\fema_data\xml\02_24_2012_2012-4268.xml,10497,12,2,3,1,0,1,10.810539089274206,0.973493806234928,0.03708761482183994,0.782258064516129,Tier2_review
