dept,base,txt_path,meta_path,xml_path,txt_size,core_all,core_lead,climate_all,climate_lead,procedural,meta_hits,raw,score,score_norm,pct,tier
doi,01_03_2013_2012-30634,E:\2026_capstone\policy_data\doi_data\raw_text\01_03_2013_2012-30634.txt,E:\2026_capstone\policy_data\doi_data\meta\01_03_2013_2012-30634.json,E:\2026_capstone\policy_data\doi_data\xml\01_03_2013_2012-30634.xml,1238801,1054,0,196,0,0,0,591.970058315302,1.0,0.668841975379746,0.9950980392156863,Tier1_keep
doe,01_05_2017_2016-30004,E:\2026_capstone\policy_data\doe_data\raw_text\01_05_2017_2016-30004.txt,E:\2026_capstone\policy_data\doe_data\meta\01_05_2017_2016-30004.json,E:\2026_capstone\policy_data\doe_data\xml\01_05_2017_2016-30004.xml,1072235,5,0,1004,3,0,0,214.75080379686312,1.0,0.9419949242667434,0.9923664122137404,Tier1_keep
doi,01_15_2025_2025-00709,E:\2026_capstone\policy_data\doi_data\raw_text\01_15_2025_2025-00709.txt,E:\2026_capstone\policy_data\doi_data\meta\01_15_2025_2025-00709.json,E:\2026_capstone\policy_data\doi_data\xml\01_15_2025_2025-00709.xml,153525,221,5,1,0,0,1,128.54911086992652,1.0,0.14365229448260117,0.9436274509803921,Tier1_keep
epa,01_18_2023_2022-28595,E:\2026_capstone\policy_data\epa_data\raw_text\01_18_2023_2022-28595.txt,E:\2026_capstone\policy_data\epa_data\meta\01_18_2023_2022-28595.json,E:\2026_capstone\policy_data\epa_data\xml\01_18_2023_2022-28595.xml,1144916,231,0,151,0,1,0,151.69235784991884,1.0,0.23545879450632154,0.9577464788732394,Tier1_keep
usda,01_19_2021_2021-00967,E:\2026_capstone\policy_data\usda_data\raw_text\01_19_2021_2021-00967.txt,E:\2026_capstone\policy_data\usda_data\meta\01_19_2021_2021-00967.json,E:\2026_capstone\policy_data\usda_data\xml\01_19_2021_2021-00967.xml,673689,1109,0,15,0,3,0,592.0275645736423,1.0,1.0,1.0,Tier1_keep
doi,02_09_2011_2011-1703,E:\2026_capstone\policy_data\doi_data\raw_text\02_09_2011_2011-1703.txt,E:\2026_capstone\policy_data\doi_data\meta\02_09_2011_2011-1703.json,E:\2026_capstone\policy_data\doi_data\xml\02_09_2011_2011-1703.xml,1506674,455,0,62,0,0,0,249.15364265723832,1.0,0.2803320365471178,0.9754901960784313,Tier1_keep
doi,02_23_2012_2012-3591,E:\2026_capstone\policy_data\doi_data\raw_text\02_23_2012_2012-3591.txt,E:\2026_capstone\policy_data\doi_data\meta\02_23_2012_2012-3591.json,E:\2026_capstone\policy_data\doi_data\xml\02_23_2012_2012-3591.xml,791177,454,0,178,0,0,0,278.81116597894027,1.0,0.31394256989781455,0.9803921568627451,Tier1_keep
doi,03_05_2014_2014-03485,E:\2026_capstone\policy_data\doi_data\raw_text\03_05_2014_2014-03485.txt,E:\2026_capstone\policy_data\doi_data\meta\03_05_2014_2014-03485.json,E:\2026_capstone\policy_data\doi_data\xml\03_05_2014_2014-03485.xml,609027,269,0,68,0,0,0,158.67608947794704,1.0,0.1777948561617027,0.9607843137254902,Tier1_keep
doi,03_07_2024_2024-04053,E:\2026_capstone\policy_data\doi_data\raw_text\03_07_2024_2024-04053.txt,E:\2026_capstone\policy_data\doi_data\meta\03_07_2024_2024-04053.json,E:\2026_capstone\policy_data\doi_data\xml\03_07_2024_2024-04053.xml,362533,272,0,56,0,0,0,160.62116985822965,1.0,0.17999919360020472,0.9632352941176471,Tier1_keep
epa,03_08_2024_2024-00366,E:\2026_capstone\policy_data\epa_data\raw_text\03_08_2024_2024-00366.txt,E:\2026_capstone\policy_data\epa_data\meta\03_08_2024_2024-00366.json,E:\2026_capstone\policy_data\epa_data\xml\03_08_2024_2024-00366.xml,3204226,226,0,249,0,0,0,164.87768367504069,1.0,0.2562350747765222,0.971830985915493,Tier1_keep
doi,04_05_2024_2024-06902,E:\2026_capstone\policy_data\doi_data\raw_text\04_05_2024_2024-06902.txt,E:\2026_capstone\policy_data\doi_data\meta\04_05_2024_2024-06902.json,E:\2026_capstone\policy_data\doi_data\xml\04_05_2024_2024-06902.xml,240177,226,0,5,0,0,0,126.24403679237982,1.0,0.14103998028768935,0.9387254901960784,Tier1_keep
usda,04_09_2012_2012-7502,E:\2026_capstone\policy_data\usda_data\raw_text\04_09_2012_2012-7502.txt,E:\2026_capstone\policy_data\usda_data\meta\04_09_2012_2012-7502.json,E:\2026_capstone\policy_data\usda_data\xml\04_09_2012_2012-7502.xml,879582,324,0,123,0,1,0,196.33961485183607,1.0,0.33109941954550115,0.9962825278810409,Tier1_keep
epa,04_21_2020_2020-02500,E:\2026_capstone\policy_data\epa_data\raw_text\04_21_2020_2020-02500.txt,E:\2026_capstone\policy_data\epa_data\meta\04_21_2020_2020-02500.json,E:\2026_capstone\policy_data\epa_data\xml\04_21_2020_2020-02500.xml,745909,235,0,124,0,1,0,150.32908066870692,1.0,0.2333106618641336,0.9507042253521126,Tier1_keep
doi,04_21_2021_2021-07402,E:\2026_capstone\policy_data\doi_data\raw_text\04_21_2021_2021-07402.txt,E:\2026_capstone\policy_data\doi_data\meta\04_21_2021_2021-07402.json,E:\2026_capstone\policy_data\doi_data\xml\04_21_2021_2021-07402.xml,1127136,847,0,165,0,2,0,476.7212322295213,1.0,0.5382317935797611,0.9901960784313726,Tier1_keep
hud,04_23_2024_2024-06246,E:\2026_capstone\policy_data\hud_data\raw_text\04_23_2024_2024-06246.txt,E:\2026_capstone\policy_data\hud_data\meta\04_23_2024_2024-06246.json,E:\2026_capstone\policy_data\hud_data\xml\04_23_2024_2024-06246.xml,497256,67,0,908,4,0,0,233.66520993749356,1.0,1.0,1.0,Tier1_keep
doi,04_28_2021_2021-07572,E:\2026_capstone\policy_data\doi_data\raw_text\04_28_2021_2021-07572.txt,E:\2026_capstone\policy_data\doi_data\meta\04_28_2021_2021-07572.json,E:\2026_capstone\policy_data\doi_data\xml\04_28_2021_2021-07572.xml,418558,269,0,54,0,2,0,155.57312421664543,1.0,0.17427830097704522,0.9583333333333334,Tier1_keep
epa,05_01_2015_2015-09739,E:\2026_capstone\policy_data\epa_data\raw_text\05_01_2015_2015-09739.txt,E:\2026_capstone\policy_data\epa_data\meta\05_01_2015_2015-09739.json,E:\2026_capstone\policy_data\epa_data\xml\05_01_2015_2015-09739.xml,321134,262,4,4,0,0,1,147.62153590840208,1.0,0.22904435024390582,0.9436619718309859,Tier1_keep
doe,05_01_2024_2024-08157,E:\2026_capstone\policy_data\doe_data\raw_text\05_01_2024_2024-08157.txt,E:\2026_capstone\policy_data\doe_data\meta\05_01_2024_2024-08157.json,E:\2026_capstone\policy_data\doe_data\xml\05_01_2024_2024-08157.xml,539009,274,0,23,0,0,0,152.36598686289005,1.0,0.6683466777218752,0.9847328244274809,Tier1_keep
doe,05_06_2024_2024-09209,E:\2026_capstone\policy_data\doe_data\raw_text\05_06_2024_2024-09209.txt,E:\2026_capstone\policy_data\doe_data\meta\05_06_2024_2024-09209.json,E:\2026_capstone\policy_data\doe_data\xml\05_06_2024_2024-09209.xml,959511,7,0,684,0,0,0,147.97523451070168,1.0,0.6490868362854441,0.9809160305343512,Tier1_keep
doi,05_07_2024_2024-08585,E:\2026_capstone\policy_data\doi_data\raw_text\05_07_2024_2024-08585.txt,E:\2026_capstone\policy_data\doi_data\meta\05_07_2024_2024-08585.json,E:\2026_capstone\policy_data\doi_data\xml\05_07_2024_2024-08585.xml,373997,226,0,20,0,0,0,127.52952591645281,1.0,0.14249681046895393,0.9411764705882353,Tier1_keep
doi,05_09_2024_2024-08821,E:\2026_capstone\policy_data\doi_data\raw_text\05_09_2024_2024-08821.txt,E:\2026_capstone\policy_data\doi_data\meta\05_09_2024_2024-08821.json,E:\2026_capstone\policy_data\doi_data\xml\05_09_2024_2024-08821.xml,317563,138,0,165,0,0,0,111.83047092026668,1.0,0.12470525027020919,0.9215686274509803,Tier1_keep
epa,05_09_2024_2024-09233,E:\2026_capstone\policy_data\epa_data\raw_text\05_09_2024_2024-09233.txt,E:\2026_capstone\policy_data\epa_data\meta\05_09_2024_2024-09233.json,E:\2026_capstone\policy_data\epa_data\xml\05_09_2024_2024-09233.xml,2259096,116,0,494,0,1,0,159.6251563905439,1.0,0.24795860285334373,0.9647887323943662,Tier1_keep
doi,05_15_2024_2024-08791,E:\2026_capstone\policy_data\doi_data\raw_text\05_15_2024_2024-08791.txt,E:\2026_capstone\policy_data\doi_data\meta\05_15_2024_2024-08791.json,E:\2026_capstone\policy_data\doi_data\xml\05_15_2024_2024-08791.xml,1204487,322,0,3,0,0,0,169.12601908317183,1.0,0.18963764234782463,0.9656862745098039,Tier1_keep
doe,05_29_2024_2024-10879,E:\2026_capstone\policy_data\doe_data\raw_text\05_29_2024_2024-10879.txt,E:\2026_capstone\policy_data\doe_data\meta\05_29_2024_2024-10879.json,E:\2026_capstone\policy_data\doe_data\xml\05_29_2024_2024-10879.xml,493463,418,0,16,0,1,0,227.97448082220498,1.0,1.0,1.0,Tier1_keep
doi,05_29_2024_2024-11254,E:\2026_capstone\policy_data\doi_data\raw_text\05_29_2024_2024-11254.txt,E:\2026_capstone\policy_data\doi_data\meta\05_29_2024_2024-11254.json,E:\2026_capstone\policy_data\doi_data\xml\05_29_2024_2024-11254.xml,273149,477,0,28,0,0,0,269.0704425437736,1.0,0.3029035189856295,0.9779411764705882,Tier1_keep
epa,06_05_2023_2023-05744,E:\2026_capstone\policy_data\epa_data\raw_text\06_05_2023_2023-05744.txt,E:\2026_capstone\policy_data\epa_data\meta\06_05_2023_2023-05744.json,E:\2026_capstone\policy_data\epa_data\xml\06_05_2023_2023-05744.xml,2112639,534,0,334,0,1,0,341.7382081557546,1.0,0.5349163811076109,0.9929577464788732,Tier1_keep
doe,06_08_2016_2016-12592,E:\2026_capstone\policy_data\doe_data\raw_text\06_08_2016_2016-12592.txt,E:\2026_capstone\policy_data\doe_data\meta\06_08_2016_2016-12592.json,E:\2026_capstone\policy_data\doe_data\xml\06_08_2016_2016-12592.xml,853663,8,0,595,3,0,0,131.3972355540914,1.0,0.5763681754212077,0.9770992366412213,Tier1_keep
doe,06_21_2023_2023-11429,E:\2026_capstone\policy_data\doe_data\raw_text\06_21_2023_2023-11429.txt,E:\2026_capstone\policy_data\doe_data\meta\06_21_2023_2023-11429.json,E:\2026_capstone\policy_data\doe_data\xml\06_21_2023_2023-11429.xml,688913,13,0,511,0,0,0,115.96713978977,1.0,0.5086847412549285,0.9732824427480916,Tier1_keep
doe,06_27_2011_2011-14557,E:\2026_capstone\policy_data\doe_data\raw_text\06_27_2011_2011-14557.txt,E:\2026_capstone\policy_data\doe_data\meta\06_27_2011_2011-14557.json,E:\2026_capstone\policy_data\doe_data\xml\06_27_2011_2011-14557.xml,1023750,9,0,959,2,0,0,207.32872833465012,1.0,0.9094383177753291,0.9885496183206107,Tier1_keep
doi,06_30_2017_2017-13160,E:\2026_capstone\policy_data\doi_data\raw_text\06_30_2017_2017-13160.txt,E:\2026_capstone\policy_data\doi_data\meta\06_30_2017_2017-13160.json,E:\2026_capstone\policy_data\doi_data\xml\06_30_2017_2017-13160.xml,999904,223,0,76,0,2,0,131.3327726819632,1.0,0.14680698670540243,0.946078431372549,Tier1_keep
fema,07_11_2024_2024-15169,E:\2026_capstone\policy_data\fema_data\raw_text\07_11_2024_2024-15169.txt,E:\2026_capstone\policy_data\fema_data\meta\07_11_2024_2024-15169.json,E:\2026_capstone\policy_data\fema_data\xml\07_11_2024_2024-15169.xml,880126,106,0,1167,2,2,0,301.6117174778228,1.0,1.0,1.0,Tier1_keep
fema,07_20_2020_2020-09260,E:\2026_capstone\policy_data\fema_data\raw_text\07_20_2020_2020-09260.txt,E:\2026_capstone\policy_data\fema_data\meta\07_20_2020_2020-09260.json,E:\2026_capstone\policy_data\fema_data\xml\07_20_2020_2020-09260.xml,343398,28,0,484,6,0,0,123.51032696314607,1.0,0.4102636182756692,0.9919354838709677,Tier1_keep
epa,08_08_2011_2011-17600,E:\2026_capstone\policy_data\epa_data\raw_text\08_08_2011_2011-17600.txt,E:\2026_capstone\policy_data\epa_data\meta\08_08_2011_2011-17600.json,E:\2026_capstone\policy_data\epa_data\xml\08_08_2011_2011-17600.xml,2117426,534,0,243,0,0,0,324.0528737205963,1.0,0.507049381856291,0.9859154929577465,Tier1_keep
doe,08_16_2023_2023-17571,E:\2026_capstone\policy_data\doe_data\raw_text\08_16_2023_2023-17571.txt,E:\2026_capstone\policy_data\doe_data\meta\08_16_2023_2023-17571.json,E:\2026_capstone\policy_data\doe_data\xml\08_16_2023_2023-17571.xml,96801,365,7,0,0,0,2,214.86541335334329,1.0,0.9424976540287185,0.9961832061068703,Tier1_keep
doi,08_21_2018_2018-17514,E:\2026_capstone\policy_data\doi_data\raw_text\08_21_2018_2018-17514.txt,E:\2026_capstone\policy_data\doi_data\meta\08_21_2018_2018-17514.json,E:\2026_capstone\policy_data\doi_data\xml\08_21_2018_2018-17514.xml,509032,209,0,12,0,0,0,115.25684195111438,1.0,0.1285883175295679,0.9264705882352942,Tier1_keep
doi,08_27_2019_2019-17517,E:\2026_capstone\policy_data\doi_data\raw_text\08_27_2019_2019-17517.txt,E:\2026_capstone\policy_data\doi_data\meta\08_27_2019_2019-17517.json,E:\2026_capstone\policy_data\doi_data\xml\08_27_2019_2019-17517.xml,330809,520,0,14,0,0,0,287.70314565482994,1.0,0.32401974917567805,0.9852941176470589,Tier1_keep
doi,09_10_2012_2012-21988,E:\2026_capstone\policy_data\doi_data\raw_text\09_10_2012_2012-21988.txt,E:\2026_capstone\policy_data\doi_data\meta\09_10_2012_2012-21988.json,E:\2026_capstone\policy_data\doi_data\xml\09_10_2012_2012-21988.xml,556453,192,0,43,0,0,0,112.42465081351193,1.0,0.12537862757490204,0.9240196078431373,Tier1_keep
fema,09_10_2021_2021-19186,E:\2026_capstone\policy_data\fema_data\raw_text\09_10_2021_2021-19186.txt,E:\2026_capstone\policy_data\fema_data\meta\09_10_2021_2021-19186.json,E:\2026_capstone\policy_data\fema_data\xml\09_10_2021_2021-19186.xml,206606,145,0,153,2,1,0,114.48694858961626,1.0,0.38038505024451996,0.9838709677419355,Tier1_keep
doi,09_12_2014_2014-21013,E:\2026_capstone\policy_data\doi_data\raw_text\09_12_2014_2014-21013.txt,E:\2026_capstone\policy_data\doi_data\meta\09_12_2014_2014-21013.json,E:\2026_capstone\policy_data\doi_data\xml\09_12_2014_2014-21013.xml,461823,257,0,63,0,1,0,151.5705578266098,1.0,0.16974223808057842,0.9558823529411765,Tier1_keep
doi,09_22_2011_2011-24047,E:\2026_capstone\policy_data\doi_data\raw_text\09_22_2011_2011-24047.txt,E:\2026_capstone\policy_data\doi_data\meta\09_22_2011_2011-24047.json,E:\2026_capstone\policy_data\doi_data\xml\09_22_2011_2011-24047.xml,336691,479,0,82,0,0,0,279.97095323723283,1.0,0.3152569435864641,0.9828431372549019,Tier1_keep
doi,10_03_2013_2013-23552,E:\2026_capstone\policy_data\doi_data\raw_text\10_03_2013_2013-23552.txt,E:\2026_capstone\policy_data\doi_data\meta\10_03_2013_2013-23552.json,E:\2026_capstone\policy_data\doi_data\xml\10_03_2013_2013-23552.xml,431104,327,0,11,0,0,0,179.70324846386274,1.0,0.20162469591940654,0.9681372549019608,Tier1_keep
doi,10_14_2016_2016-23720,E:\2026_capstone\policy_data\doi_data\raw_text\10_14_2016_2016-23720.txt,E:\2026_capstone\policy_data\doi_data\meta\10_14_2016_2016-23720.json,E:\2026_capstone\policy_data\doi_data\xml\10_14_2016_2016-23720.xml,349767,1246,6,2,0,0,2,686.1469063325842,1.0,0.7755715244662714,0.9975490196078431,Tier1_keep
doi,10_18_2010_2010-25028,E:\2026_capstone\policy_data\doi_data\raw_text\10_18_2010_2010-25028.txt,E:\2026_capstone\policy_data\doi_data\meta\10_18_2010_2010-25028.json,E:\2026_capstone\policy_data\doi_data\xml\10_18_2010_2010-25028.xml,930730,643,0,46,0,1,0,348.07588688335136,1.0,0.39243948910215265,0.9877450980392157,Tier1_keep
epa,10_22_2015_2015-24954,E:\2026_capstone\policy_data\epa_data\raw_text\10_22_2015_2015-24954.txt,E:\2026_capstone\policy_data\epa_data\meta\10_22_2015_2015-24954.json,E:\2026_capstone\policy_data\epa_data\xml\10_22_2015_2015-24954.xml,710102,229,0,2,0,0,0,122.45268930051547,1.0,0.18938548870808866,0.9366197183098591,Tier1_keep
epa,10_23_2015_2015-22842,E:\2026_capstone\policy_data\epa_data\raw_text\10_23_2015_2015-22842.txt,E:\2026_capstone\policy_data\epa_data\meta\10_23_2015_2015-22842.json,E:\2026_capstone\policy_data\epa_data\xml\10_23_2015_2015-22842.xml,2583634,273,0,678,0,0,0,277.5384407666756,1.0,0.43375601705988603,0.9788732394366197,Tier1_keep
doi,11_03_2020_2020-24171,E:\2026_capstone\policy_data\doi_data\raw_text\11_03_2020_2020-24171.txt,E:\2026_capstone\policy_data\doi_data\meta\11_03_2020_2020-24171.json,E:\2026_capstone\policy_data\doi_data\xml\11_03_2020_2020-24171.xml,892077,404,0,75,0,0,0,229.44087952331176,1.0,0.2579917866361484,0.9730392156862745,Tier1_keep
doi,11_10_2021_2021-24365,E:\2026_capstone\policy_data\doi_data\raw_text\11_10_2021_2021-24365.txt,E:\2026_capstone\policy_data\doi_data\meta\11_10_2021_2021-24365.json,E:\2026_capstone\policy_data\doi_data\xml\11_10_2021_2021-24365.xml,421313,181,0,98,0,0,0,119.50062957913595,1.0,0.13339775370728538,0.928921568627451,Tier1_keep
doi,11_18_2016_2016-27637,E:\2026_capstone\policy_data\doi_data\raw_text\11_18_2016_2016-27637.txt,E:\2026_capstone\policy_data\doi_data\meta\11_18_2016_2016-27637.json,E:\2026_capstone\policy_data\doi_data\xml\11_18_2016_2016-27637.xml,652436,227,0,7,0,0,0,122.81500247473008,1.0,0.1371538947557355,0.9338235294117647,Tier1_keep
doi,12_04_2012_2012-28714,E:\2026_capstone\policy_data\doi_data\raw_text\12_04_2012_2012-28714.txt,E:\2026_capstone\policy_data\doi_data\meta\12_04_2012_2012-28714.json,E:\2026_capstone\policy_data\doi_data\xml\12_04_2012_2012-28714.xml,1367342,212,0,114,0,0,0,134.2106051195499,1.0,0.15006840142543892,0.9485294117647058,Tier1_keep
doi,12_05_2012_2012-28926,E:\2026_capstone\policy_data\doi_data\raw_text\12_05_2012_2012-28926.txt,E:\2026_capstone\policy_data\doi_data\meta\12_05_2012_2012-28926.json,E:\2026_capstone\policy_data\doi_data\xml\12_05_2012_2012-28926.xml,511224,1633,6,0,0,0,0,884.1798467130913,1.0,1.0,1.0,Tier1_keep
doi,12_10_2024_2024-28338,E:\2026_capstone\policy_data\doi_data\raw_text\12_10_2024_2024-28338.txt,E:\2026_capstone\policy_data\doi_data\meta\12_10_2024_2024-28338.json,E:\2026_capstone\policy_data\doi_data\xml\12_10_2024_2024-28338.xml,219374,210,0,40,0,1,0,124.43618409184077,1.0,0.13899116141547588,0.9362745098039216,Tier1_keep
doi,12_12_2016_2016-28724,E:\2026_capstone\policy_data\doi_data\raw_text\12_12_2016_2016-28724.txt,E:\2026_capstone\policy_data\doi_data\meta\12_12_2016_2016-28724.json,E:\2026_capstone\policy_data\doi_data\xml\12_12_2016_2016-28724.xml,715005,340,0,31,0,2,0,185.60302197547117,1.0,0.20831084203560535,0.9705882352941176,Tier1_keep
doi,12_12_2023_2023-27077,E:\2026_capstone\policy_data\doi_data\raw_text\12_12_2023_2023-27077.txt,E:\2026_capstone\policy_data\doi_data\meta\12_12_2023_2023-27077.json,E:\2026_capstone\policy_data\doi_data\xml\12_12_2023_2023-27077.xml,261201,1053,4,5,0,0,0,585.0613622124723,1.0,0.6610124287835853,0.9926470588235294,Tier1_keep
epa,12_18_2024_2024-29484,E:\2026_capstone\policy_data\epa_data\raw_text\12_18_2024_2024-29484.txt,E:\2026_capstone\policy_data\epa_data\meta\12_18_2024_2024-29484.json,E:\2026_capstone\policy_data\epa_data\xml\12_18_2024_2024-29484.xml,432170,1168,4,2,0,0,1,636.8959058413433,1.0,1.0,1.0,Tier1_keep
doi,12_20_2016_2016-29958,E:\2026_capstone\policy_data\doi_data\raw_text\12_20_2016_2016-29958.txt,E:\2026_capstone\policy_data\doi_data\meta\12_20_2016_2016-29958.json,E:\2026_capstone\policy_data\doi_data\xml\12_20_2016_2016-29958.xml,2966888,254,0,115,0,2,0,150.27211247862914,1.0,0.16827072475834406,0.9534313725490197,Tier1_keep
doi,12_28_2011_2011-32825,E:\2026_capstone\policy_data\doi_data\raw_text\12_28_2011_2011-32825.txt,E:\2026_capstone\policy_data\doi_data\meta\12_28_2011_2011-32825.json,E:\2026_capstone\policy_data\doi_data\xml\12_28_2011_2011-32825.xml,450141,226,0,2,0,0,0,122.79468002762015,1.0,0.13713086355791945,0.9313725490196079,Tier1_keep
doi,12_29_2020_2020-28742,E:\2026_capstone\policy_data\doi_data\raw_text\12_29_2020_2020-28742.txt,E:\2026_capstone\policy_data\doi_data\meta\12_29_2020_2020-28742.json,E:\2026_capstone\policy_data\doi_data\xml\12_29_2020_2020-28742.xml,165158,258,4,3,0,0,0,148.1772139473489,1.0,0.1658966001158997,0.9509803921568627,Tier1_keep
doe,01_06_2017_2016-29992,E:\2026_capstone\policy_data\doe_data\raw_text\01_06_2017_2016-29992.txt,E:\2026_capstone\policy_data\doe_data\meta\01_06_2017_2016-29992.json,E:\2026_capstone\policy_data\doe_data\xml\01_06_2017_2016-29992.xml,572209,7,0,481,2,0,0,107.82393430678854,0.9999999999999998,0.4729649297496563,0.9694656488549618,Tier1_keep
epa,10_03_2016_2016-22983,E:\2026_capstone\policy_data\epa_data\raw_text\10_03_2016_2016-22983.txt,E:\2026_capstone\policy_data\epa_data\meta\10_03_2016_2016-22983.json,E:\2026_capstone\policy_data\epa_data\xml\10_03_2016_2016-22983.xml,546249,130,0,194,0,3,0,108.41215392642401,0.9999999999999998,0.16726164422030218,0.9225352112676056,Tier1_keep
epa,10_23_2015_2015-22837,E:\2026_capstone\policy_data\epa_data\raw_text\10_23_2015_2015-22837.txt,E:\2026_capstone\policy_data\epa_data\meta\10_23_2015_2015-22837.json,E:\2026_capstone\policy_data\epa_data\xml\10_23_2015_2015-22837.xml,1250406,76,0,332,0,0,0,109.11947740520135,0.9999999999999998,0.16837618253597825,0.9295774647887324,Tier1_keep
doe,04_16_2010_2010-7611,E:\2026_capstone\policy_data\doe_data\raw_text\04_16_2010_2010-7611.txt,E:\2026_capstone\policy_data\doe_data\meta\04_16_2010_2010-7611.json,E:\2026_capstone\policy_data\doe_data\xml\04_16_2010_2010-7611.xml,956317,8,0,471,0,0,0,103.57861978368125,0.9999999999999989,0.45434304493256494,0.9656488549618321,Tier1_keep
doi,05_15_2020_2020-09153,E:\2026_capstone\policy_data\doi_data\raw_text\05_15_2020_2020-09153.txt,E:\2026_capstone\policy_data\doi_data\meta\05_15_2020_2020-09153.json,E:\2026_capstone\policy_data\doi_data\xml\05_15_2020_2020-09153.xml,431461,46,0,364,0,1,0,102.8076649538527,0.9999999999999987,0.11447980704754095,0.9191176470588235,Tier1_keep
doi,03_30_2016_2016-06069,E:\2026_capstone\policy_data\doi_data\raw_text\03_30_2016_2016-06069.txt,E:\2026_capstone\policy_data\doi_data\meta\03_30_2016_2016-06069.json,E:\2026_capstone\policy_data\doi_data\xml\03_30_2016_2016-06069.xml,1635886,180,0,40,0,0,0,101.49959180631527,0.999999999999998,0.11299738264973945,0.9166666666666666,Tier1_keep
doi,11_28_2012_2012-28512,E:\2026_capstone\policy_data\doi_data\raw_text\11_28_2012_2012-28512.txt,E:\2026_capstone\policy_data\doi_data\meta\11_28_2012_2012-28512.json,E:\2026_capstone\policy_data\doi_data\xml\11_28_2012_2012-28512.xml,303045,171,0,41,0,2,0,100.7030049280357,0.9999999999999973,0.1120946198145316,0.9142156862745098,Tier1_keep
doi,08_18_2016_2016-19159,E:\2026_capstone\policy_data\doi_data\raw_text\08_18_2016_2016-19159.txt,E:\2026_capstone\policy_data\doi_data\meta\08_18_2016_2016-19159.json,E:\2026_capstone\policy_data\doi_data\xml\08_18_2016_2016-19159.xml,284285,173,0,21,0,0,0,99.83441131983889,0.9999999999999964,0.11111025257253948,0.9117647058823529,Tier1_keep
doi,11_08_2023_2023-24514,E:\2026_capstone\policy_data\doi_data\raw_text\11_08_2023_2023-24514.txt,E:\2026_capstone\policy_data\doi_data\meta\11_08_2023_2023-24514.json,E:\2026_capstone\policy_data\doi_data\xml\11_08_2023_2023-24514.xml,194640,176,0,1,0,0,0,98.41877390190088,0.9999999999999944,0.10950592681236102,0.9093137254901961,Tier1_keep
doi,12_16_2016_2016-29908,E:\2026_capstone\policy_data\doi_data\raw_text\12_16_2016_2016-29908.txt,E:\2026_capstone\policy_data\doi_data\meta\12_16_2016_2016-29908.json,E:\2026_capstone\policy_data\doi_data\xml\12_16_2016_2016-29908.xml,460870,186,0,8,0,4,0,98.025428589663,0.9999999999999936,0.10906015305061074,0.9068627450980392,Tier1_keep
doe,05_17_2011_2011-11757,E:\2026_capstone\policy_data\doe_data\raw_text\05_17_2011_2011-11757.txt,E:\2026_capstone\policy_data\doe_data\meta\05_17_2011_2011-11757.json,E:\2026_capstone\policy_data\doe_data\xml\05_17_2011_2011-11757.xml,683749,172,0,28,0,0,0,97.75184117044908,0.9999999999999929,0.42878413767146495,0.9618320610687023,Tier1_keep
doi,11_20_2014_2014-27109,E:\2026_capstone\policy_data\doi_data\raw_text\11_20_2014_2014-27109.txt,E:\2026_capstone\policy_data\doi_data\meta\11_20_2014_2014-27109.json,E:\2026_capstone\policy_data\doi_data\xml\11_20_2014_2014-27109.xml,880619,60,0,295,0,2,0,92.02919817563526,0.9999999999999525,0.10226469342564379,0.9044117647058824,Tier1_keep
doi,10_01_2015_2015-24184,E:\2026_capstone\policy_data\doi_data\raw_text\10_01_2015_2015-24184.txt,E:\2026_capstone\policy_data\doi_data\meta\10_01_2015_2015-24184.json,E:\2026_capstone\policy_data\doi_data\xml\10_01_2015_2015-24184.xml,452004,163,0,13,0,0,0,91.05639702113646,0.9999999999999343,0.10116222895845908,0.9019607843137255,Tier1_keep
doe,07_17_2015_2015-16927,E:\2026_capstone\policy_data\doe_data\raw_text\07_17_2015_2015-16927.txt,E:\2026_capstone\policy_data\doe_data\meta\07_17_2015_2015-16927.json,E:\2026_capstone\policy_data\doe_data\xml\07_17_2015_2015-16927.xml,406496,8,0,397,0,0,0,90.63365003699009,0.9999999999999243,0.39756050637823087,0.9580152671755725,Tier1_keep
doi,04_25_2023_2023-08565,E:\2026_capstone\policy_data\doi_data\raw_text\04_25_2023_2023-08565.txt,E:\2026_capstone\policy_data\doi_data\meta\04_25_2023_2023-08565.json,E:\2026_capstone\policy_data\doi_data\xml\04_25_2023_2023-08565.xml,245944,139,0,58,0,1,0,88.62776727002256,0.9999999999998521,0.09840989052612016,0.8995098039215687,Tier1_keep
epa,02_16_2012_2012-806,E:\2026_capstone\policy_data\epa_data\raw_text\02_16_2012_2012-806.txt,E:\2026_capstone\policy_data\epa_data\meta\02_16_2012_2012-806.json,E:\2026_capstone\policy_data\epa_data\xml\02_16_2012_2012-806.xml,1675797,84,0,217,0,0,0,88.37896616159851,0.9999999999998395,0.13569510356534473,0.9154929577464789,Tier1_keep
doi,09_30_2016_2016-23112,E:\2026_capstone\policy_data\doi_data\raw_text\09_30_2016_2016-23112.txt,E:\2026_capstone\policy_data\doi_data\meta\09_30_2016_2016-23112.json,E:\2026_capstone\policy_data\doi_data\xml\09_30_2016_2016-23112.xml,571826,45,0,293,0,0,0,87.0820548029822,0.9999999999997524,0.09665815219448302,0.8970588235294118,Tier1_keep
