pdf_path,pdf_basename,policy_id,policy_level,policy_type,state_list,county_list,city_list,tribe_list,pages_seen,text_pages,toc_pages,figure_pages,form_pages,cover_pages,ocr_conf_mean,ocr_low_conf_ratio,headings_per_page_mean,final_chunks,median_chunk_tokens,p10_chunk_tokens,p90_chunk_tokens,small_chunk_ratio_lt220
/scratch/xt2284/pdf_data/data/New Mexico/Tribe/5abc0f2a17__acoma-wqs.pdf,5abc0f2a17__acoma-wqs.pdf,5abc0f2a17a4063ad73a52ec55d7023a7e3fb2cd,Tribe,Water,"[""New Mexico""]","[""Cibola""]",[],"[""Acoma Pueblo""]",60,53,0,6,0,1,0.9776224956891953,0.027372442082737654,1.3409090909090908,22,692.0,327.3,1067.8000000000002,0.045454545454545456
/scratch/xt2284/pdf_data/data/New Mexico/Tribe/80aae511fc__Navajo Nation Community Leaders Climate Change report.pdf,80aae511fc__Navajo Nation Community Leaders Climate Change report.pdf,80aae511fc06786e66dbff5ef3933640398d1d40,Tribe,Climate,"[""New Mexico""]","[""E-Bernalillo"", ""G-Cibola"", ""L-Socorro"", ""D-Sandoval"", ""B-Rio Arriba"", ""H-McKinley"", ""K-San Juan""]",[],"[""Navajo Nation E"", ""G"", ""D"", ""B"", ""K"", ""L"", ""H""]",58,52,0,6,0,0,0.9821801209210202,0.014334210728161345,1.2222222222222223,19,543.0,207.0,1092.3999999999999,0.15789473684210525
/scratch/xt2284/pdf_data/data/Oklahoma/City/11 Environment.pdf,11 Environment.pdf,35a4331e664795716a4a94879daf333eaa6e1aa3,City,nan,"[""Oklahoma""]",[],"[""Duncan City""]",[],7,6,0,1,0,0,0.9887261393347899,0.006211180124223602,1.6666666666666667,4,396.5,331.8,506.0,0.0
/scratch/xt2284/pdf_data/data/Oklahoma/City/2016-06-03 Ardmore HMP.pdf,2016-06-03 Ardmore HMP.pdf,9d4862647cb16589bd97ea161626621d819cc491,City,nan,"[""Oklahoma""]",[],"[""Ardmore City""]",[],303,298,0,5,0,0,0.978854186487429,0.030071505511580537,1.6379310344827587,68,817.5,281.8,1155.3,0.014705882352941176
/scratch/xt2284/pdf_data/data/Oklahoma/City/20a0910ebd__Tulsa MSA-PCAP.pdf,20a0910ebd__Tulsa MSA-PCAP.pdf,20a0910ebd3c8aafcfaa1ada7f8ad6413354681c,City,Climate Change,"[""Oklahoma""]","[""Tulsa""]","[""Tulsa City""]",[],37,36,0,1,0,0,0.9861701972434265,0.01050064112512841,1.3333333333333333,14,732.0,220.8,1182.0,0.14285714285714285
/scratch/xt2284/pdf_data/data/Oklahoma/City/5a41cf6e0e__2021 Altus AFB INRMP_1.pdf,5a41cf6e0e__2021 Altus AFB INRMP_1.pdf,5a41cf6e0ecd633a982e1fb25fdf1b46f890751b,City,nan,"[""Oklahoma""]",[],"[""Altus City""]",[],156,155,0,1,0,0,0.9869881984743307,0.008674185390956575,2.229357798165138,63,511.0,267.6,1038.4000000000003,0.031746031746031744
/scratch/xt2284/pdf_data/data/Oklahoma/City/62f446f223__1.pdf,62f446f223__1.pdf,62f446f22334012d0bcdce2454e388fc79571bb0,City,nan,"[""Oklahoma""]",[],"[""McAlester City""]",[],485,479,0,6,0,0,0.9695889619296226,0.057539698837534715,1.3308550185873607,221,540.0,305.0,1053.0,0.01809954751131222
/scratch/xt2284/pdf_data/data/Oklahoma/City/Dolese Stormwater Detention Basin Emergency Action Plan (PDF).pdf,Dolese Stormwater Detention Basin Emergency Action Plan (PDF).pdf,00d2022e1ebc9dfd77125c99dd14bc7e835c8f04,City,nan,"[""Oklahoma""]",[],"[""Lawton City""]",[],57,53,0,3,1,0,0.9680292490226935,0.05882020636025213,1.5862068965517242,19,429.0,227.6,596.0,0.10526315789473684
/scratch/xt2284/pdf_data/data/Oklahoma/City/EOP2019_202006111526363860.pdf,EOP2019_202006111526363860.pdf,1691c508acd2b956e38ab4c2bd30b9522a21c5c2,City,nan,"[""Oklahoma""]",[],"[""Sand Springs City""]",[],195,188,0,5,1,1,0.9856964815393879,0.01843920353110416,2.179190751445087,59,373.0,217.4,718.2000000000003,0.1016949152542373
/scratch/xt2284/pdf_data/data/Oklahoma/City/Low Impact Development Manual 2010.PDF,Low Impact Development Manual 2010.PDF,f687a1308916ba76374a2465a2c5c230ea4b8c06,City,nan,"[""Oklahoma""]",[],"[""Broken Arrow City""]",[],56,55,0,0,0,1,0.9902881336782655,0.009191951589867303,1.471698113207547,37,297.0,244.0,497.6,0.05405405405405406
/scratch/xt2284/pdf_data/data/Oklahoma/City/hazard-mitigation-plan-2020-final-20200514.pdf,hazard-mitigation-plan-2020-final-20200514.pdf,051faa0867d95743674f1ef75c1c9d5935c2e54d,City,nan,"[""Oklahoma""]",[],"[""Moore City""]",[],157,146,0,10,1,0,0.9823282343195051,0.014344264346422308,1.2638888888888888,62,477.0,90.10000000000001,1013.0,0.16129032258064516
/scratch/xt2284/pdf_data/data/Oklahoma/County/04d2f3fe44__HazardMitigationPlan.pdf,04d2f3fe44__HazardMitigationPlan.pdf,04d2f3fe44c57289a97c1837c2a31201fdad880d,County,nan,"[""Oklahoma""]","[""Pontotoc""]",[],[],307,301,0,6,0,0,0.976263334211684,0.03302483647071832,2.006060606060606,111,443.0,223.0,1014.0,0.09009009009009009
/scratch/xt2284/pdf_data/data/Oklahoma/County/051faa0867__McClain-County-Hazard-Mitigation-Plan-2021.pdf,051faa0867__McClain-County-Hazard-Mitigation-Plan-2021.pdf,051faa0867d95743674f1ef75c1c9d5935c2e54d,County,nan,"[""Oklahoma""]","[""McClain""]",[],[],203,186,0,17,0,0,0.9788454864216777,0.02345083187023334,1.7230769230769232,60,831.0,291.90000000000003,1175.4,0.016666666666666666
/scratch/xt2284/pdf_data/data/Oklahoma/County/10e62a2fdf__2024-2029 Jackson County HMP FINAL.pdf,10e62a2fdf__2024-2029 Jackson County HMP FINAL.pdf,10e62a2fdf87fb27059fe78a55b1e49da307c0de,County,nan,"[""Oklahoma""]","[""Jackson""]",[],[],228,227,1,0,0,0,0.9726884284959469,0.04051337499224834,3.2142857142857144,55,1006.0,807.0,1142.0,0.03636363636363636
/scratch/xt2284/pdf_data/data/Oklahoma/County/1f913afdf3__Climate_Miami.pdf,1f913afdf3__Climate_Miami.pdf,1f913afdf3dcb30fc15892977120adfc62c1ac37,County,nan,"[""Oklahoma""]","[""Ottawa""]",[],[],17,17,0,0,0,0,0.9879645534422883,0.011060192405881367,,7,839.0,691.6,1119.6,0.0
/scratch/xt2284/pdf_data/data/Oklahoma/County/42fc4cbfca__Murray-County-AHMP.pdf,42fc4cbfca__Murray-County-AHMP.pdf,42fc4cbfca7175be9b4e11b1adc7cb7316209e93,County,nan,"[""Oklahoma""]","[""Murray""]",[],[],151,144,0,6,0,1,0.969704651086858,0.056720698390103574,1.5905511811023623,85,373.0,280.0,741.0000000000005,0.023529411764705882
/scratch/xt2284/pdf_data/data/Oklahoma/County/457d5036d2__60a4c07d351ec85298a81a760509f5633db7f0ad.pdf,457d5036d2__60a4c07d351ec85298a81a760509f5633db7f0ad.pdf,457d5036d204d7dd867b46b06ffead963fdcb843,County,nan,"[""Oklahoma""]","[""Logan""]",[],[],144,130,0,14,0,0,0.9796225154811348,0.026294797019187535,2.027027027027027,38,400.0,282.2,1162.2,0.05263157894736842
/scratch/xt2284/pdf_data/data/Oklahoma/County/480987ecd9__beaver-county-climate-resilience-express-action-plan.pdf,480987ecd9__beaver-county-climate-resilience-express-action-plan.pdf,480987ecd98ee9dc4ec6f5d66e181eb902a78370,County,nan,"[""Oklahoma""]","[""Beaver""]",[],[],47,45,0,2,0,0,0.9806919166066116,0.023522132683661275,1.4583333333333333,19,428.0,106.0,933.1999999999999,0.2631578947368421
